"Date";"Building";"Contents";"Profits";"Total"
1980-10-09;1.46412884;0;0;1.464129
1980-10-12;2.51569839;2.196193;0;4.711892
1980-10-14;2.1538243;0;0;2.153824
1980-10-16;0.87847731;1.512748;1.483587116;3.874813
1980-10-17;11.31039531;7.759883;0;19.070278
1980-10-20;1.75695461;0.1171303;0.01317716;1.887262
1980-10-23;0.5124451;0.9516837;0;1.464129
1980-10-24;1.53616398;0;0;1.536164
1980-10-25;2.56006589;0;0;2.560066
1980-10-27;1.31771596;1.481991;0;2.799707
1980-10-29;1.68374817;0.329429;0;2.013177
1980-10-30;1.3909224;0.07320644;0;1.464129
1980-11-05;3.66032211;2.664714;0;6.325037
1980-11-07;1.56730015;0;0;1.5673
1980-11-09;0;2.196193;0;2.196193
1980-11-10;1.61054173;0.7247438;0;2.335286
1980-11-13;1.53001464;0.5856515;0;2.115666
1980-11-14;0.75219766;0.717347;0;1.469545
1980-11-18;2.19619327;3.206442;0;5.402635
1980-11-18;5.3147877;0;0;5.314788
1980-11-19;1.31771596;1.554905;0;2.872621
1980-11-20;0;2.781845;0;2.781845
1980-11-25;2.57682138;0;0;2.576821
1980-12-06;3.10102489;0;0;3.101025
1980-12-07;0;1.464129;0;1.464129
1980-12-08;1.46412884;0.5856515;0;2.04978
1980-12-09;1.24450952;0.7174231;0;1.961933
1980-12-09;0;1.464129;0;1.464129
1980-12-09;2.04978038;0.5856515;0;2.635432
1980-12-10;0;1.464129;0;1.464129
1980-12-10;3.66032211;2.196193;0;5.856515
1980-12-12;2.66899122;0.4848873;0.14041142;3.29429
1980-12-14;1.26024158;1.260615;0;2.520857
1980-12-17;7.32064422;12.15227;0;19.472914
1980-12-17;1.31771596;0.5177467;0;1.835463
1980-12-19;2.04978038;0;0;2.04978
1980-12-23;2.78330893;0;0;2.783309
1980-12-25;1.75695461;1.02489;0;2.781845
1980-12-26;1.75695461;0;0;1.756955
1980-12-27;2.48901903;0.3513909;0;2.84041
1980-12-31;1.46412884;0.8667643;0;2.330893
1981-01-01;1.28440367;0.3407602;0.131061599;1.756225
1981-01-01;1.04849279;0.266055;0;1.314548
1981-01-01;0.5953211;1.80865;0;2.403971
1981-01-03;3.14547837;3.770152;0;6.91563
1981-01-07;1.4918768;0;0;1.491877
1981-01-17;1.53239581;0;0;1.532396
1981-01-23;1.87386107;0;0;1.873861
1981-01-26;1.44167759;0.3735256;0;1.815203
1981-01-31;5.89777195;2.359109;0;8.256881
1981-02-02;1.41020446;0;0;1.410204
1981-02-07;1.28919397;0.9174312;0;2.206625
1981-02-10;4.91480996;29.22674;0;34.141547
1981-02-10;2.44331062;0;0;2.443311
1981-02-13;3.59436959;0;0;3.59437
1981-02-13;1.96592398;0.406291;0;2.372215
1981-02-15;0.5242464;3.145478;0;3.669725
1981-02-17;0.99068152;5.242464;0.655307995;6.888453
1981-02-19;1.80209699;0;0;1.802097
1981-02-19;1.44167759;0;0;1.441678
1981-02-23;2.68676278;5.570118;0.917431193;9.174312
1981-02-27;1.70380079;0.3931848;0;2.096986
1981-03-01;0.3931848;1.376147;1.045216252;2.814548
1981-03-01;1.32317693;0.3617261;0;1.684903
1981-03-04;1.44167759;0.4941022;0.163826999;2.099607
1981-03-09;2.62123198;0;0;2.621232
1981-03-10;1.31061599;0.0655308;0;1.376147
1981-03-12;0.65530799;0.9239843;0.085190039;1.664482
1981-03-13;1.96592398;0.3931848;0;2.359109
1981-03-16;4.13648755;0;0;4.136488
1981-03-19;1.39439581;0;0;1.394396
1981-03-23;1.31061599;0.491481;0;1.802097
1981-03-24;1.33682831;0.4823067;0;1.819135
1981-03-24;0.33420708;0.9764089;0.203145478;1.513761
1981-03-27;3.01965924;0.06111402;0;3.080773
1981-04-01;7.20838794;13.76147;0;20.969856
1981-04-10;1.57273919;2.621232;0;4.193971
1981-04-13;1.17955439;0.6820891;0;1.861644
1981-04-18;1.96592398;0.5307995;0;2.496723
1981-04-20;0;1.477193;0.736588467;2.213781
1981-04-20;2.62123198;2.621232;0;5.242464
1981-04-22;1.32225426;0;0;1.322254
1981-04-23;2.09698558;6.159895;0.294888598;8.551769
1981-04-24;1.96592398;0;0;1.965924
1981-04-25;2.62123198;10.27392;0;12.895151
1981-04-26;1.39580603;0.3931848;0;1.788991
1981-04-26;1.89936959;0.2774574;0;2.176827
1981-04-27;8.01484928;0.7627785;0;8.777628
1981-04-27;1.38269987;0.4325033;0;1.815203
1981-04-29;1.68314024;0;0;1.68314
1981-04-29;1.31061599;2.332896;0;3.643512
1981-05-02;0.52555701;1.087811;0;1.613368
1981-05-03;0.94364351;0.5242464;0;1.46789
1981-05-05;1.40560419;0;0;1.405604
1981-05-06;1.54806422;1.572739;0;3.120803
1981-05-11;1.59818087;0;0;1.598181
1981-05-13;1.57273919;2.228047;0;3.800786
1981-05-14;1.51008912;0;0;1.510089
1981-05-16;1.17955439;0.3931848;0;1.572739
1981-05-16;1.69899083;0.1310616;0;1.830052
1981-05-21;2.62123198;0;0;2.621232
1981-05-21;2.33072739;0.4757536;0;2.806481
1981-05-23;0.78636959;0.5714286;0;1.357798
1981-05-24;0.98951507;0.6290957;0;1.618611
1981-05-25;0.65530799;1.310616;0;1.965924
1981-05-28;2.76015727;0.2621232;0;3.02228
1981-05-29;2.62123198;53.60419;0;56.225426
1981-05-31;4.58715596;0.3931848;0;4.980341
1981-06-02;1.98716252;0;0;1.987163
1981-06-14;1.96592398;0;0;1.965924
1981-06-16;2.71129227;0;0;2.711292
1981-06-17;1.70380079;0.1965924;0;1.900393
1981-06-18;1.39580603;0.327654;0;1.72346
1981-06-18;1.57273919;0;0;1.572739
1981-06-19;1.37614679;0.327654;0;1.703801
1981-06-19;2.32634338;0.6933159;0;3.019659
1981-06-21;1.83486239;0;0;1.834862
1981-06-24;0.69724771;0.7221494;0;1.419397
1981-06-29;3.93184797;0.4587156;0;4.390564
1981-06-30;5.24246396;2.621232;0;7.863696
1981-07-01;0.5242464;1.048493;0;1.572739
1981-07-01;1.33661337;0;0;1.336613
1981-07-05;1.70380079;0;0;1.703801
1981-07-07;1.96592398;0.6696986;0;2.635623
1981-07-10;1.43564875;0.4290695;0;1.864718
1981-07-11;1.44167759;0.01607733;0;1.457755
1981-07-11;5.89777195;1.415465;0.24508519;7.558322
1981-07-12;1.68281782;0.0927405;0.255838794;2.031397
1981-07-20;0.98296199;0.3669725;0;1.349934
1981-07-26;1.12505898;0.3414155;0.008387942;1.474862
1981-07-28;3.40760157;1.310616;0.393184797;5.111402
1981-07-30;5.24246396;0;0;5.242464
1981-07-31;1.31061599;0.1310616;0;1.441678
1981-08-04;3.93613893;0;0;3.936139
1981-08-05;4.06290957;0;0;4.06291
1981-08-11;0.98296199;0.3931848;0;1.376147
1981-08-19;1.59895151;0.08519004;0;1.684142
1981-08-19;1.18947837;0.1787693;0.072372215;1.44062
1981-08-25;1.36454915;0;0;1.364549
1981-08-25;0;1.572739;0;1.572739
1981-08-27;2.18542202;0;0;2.185422
1981-08-27;3.281346;0;0;3.281346
1981-08-27;1.36310092;0;0;1.363101
1981-08-28;1.70380079;0.2228047;0.196592398;2.123198
1981-08-28;2.09698558;0.5373526;0;2.634338
1981-08-28;1.83486239;0.2634338;0;2.098296
1981-08-29;1.63826999;1.402898;0.393184797;3.434353
1981-09-01;1.31276278;0.1660328;0;1.478796
1981-09-02;1.31061599;1.310616;0;2.621232
1981-09-03;2.75229358;0.249017;0;3.001311
1981-09-04;1.42973394;0;0;1.429734
1981-09-06;8.12581913;2.096986;0;10.222805
1981-09-09;1.39549803;1.183898;0;2.579396
1981-09-09;1.75535911;0;0;1.755359
1981-09-10;1.47340498;0;0;1.473405
1981-09-11;1.17955439;0.7732634;0;1.952818
1981-09-14;1.77986894;0;0;1.779869
1981-09-15;1.98686239;0;0;1.986862
1981-09-16;1.53997379;0.3997379;0;1.939712
1981-09-17;1.67590039;0;0;1.6759
1981-09-17;0;1.572739;0;1.572739
1981-09-19;1.83486239;0.03473132;0.655307995;2.524902
1981-09-19;14.02359109;0;0.655307995;14.678899
1981-09-20;2.0904325;0.7470511;0.196592398;3.034076
1981-09-21;1.04849279;0.9305374;0;1.97903
1981-09-22;4.62714286;1.310616;0;5.937759
1981-09-26;0.3931848;1.048493;0;1.441678
1981-09-29;0;2.621232;0;2.621232
1981-10-01;1.70380079;0.3342071;0;2.038008
1981-10-03;0.47837484;2.49017;0.786369594;3.754915
1981-10-07;1.96592398;0.4718218;0;2.437746
1981-10-07;1.70203145;0;0;1.702031
1981-10-11;5.48341153;1.626459;0;7.10987
1981-10-15;2.01965924;0;0;2.019659
1981-10-17;1.85049017;0;0;1.85049
1981-10-18;1.21887287;0.1970773;0;1.41595
1981-10-22;2.24115334;3.800786;1.651376147;7.693316
1981-10-25;1.44167759;1.572739;0;3.014417
1981-10-27;1.37614679;0.3931848;0.589777195;2.359109
1981-10-28;1.00253866;0.5897772;0;1.592316
1981-11-01;1.03538663;0.3538663;0;1.389253
1981-11-01;1.33296855;0;0;1.332969
1981-11-03;1.17955439;0.2437746;0;1.423329
1981-11-03;0.99198952;1.330274;0.655307995;2.977571
1981-11-05;1.38735518;0;0;1.387355
1981-11-05;0.8768021;0.5281782;0;1.40498
1981-11-08;1.96592398;0.655308;0;2.621232
1981-11-13;2.44429882;1.179554;0.655307995;4.279161
1981-11-15;1.57273919;0.0327654;0;1.605505
1981-11-16;1.70380079;0.3079948;0;2.011796
1981-11-17;1.31061599;0.9567497;0;2.267366
1981-11-17;1.46465007;0;0;1.46465
1981-11-19;1.27707995;2.096986;0;3.374066
1981-11-22;0.35187418;1.138925;0;1.490799
1981-11-24;1.57273919;0.5242464;0;2.096986
1981-11-25;1.09979685;0.4703696;0;1.570166
1981-11-25;1.04849279;0.327654;0;1.376147
1981-12-01;2.62123198;0.5242464;0;3.145478
1981-12-07;8.45373526;0;0;8.453735
1981-12-10;0.80523591;2.228047;0;3.033283
1981-12-13;0.0982962;1.965924;0;2.06422
1981-12-14;5.24246396;1.179554;0;6.422018
1981-12-14;1.89878768;0;0;1.898788
1981-12-18;1.31061599;0.1795544;0;1.49017
1981-12-21;2.88335518;47.18218;0;50.065531
1981-12-21;1.44167759;0.1179554;0;1.559633
1981-12-22;0;1.965924;0;1.965924
1981-12-28;1.80005242;0;0;1.800052
1981-12-29;2.09698558;0.327654;0;2.42464
1981-12-29;0;1.310616;0;1.310616
1981-12-31;1.31061599;0.3014417;0;1.612058
1982-01-06;2.08085612;2.140309;0;4.221165
1982-01-08;0.78478002;0.4756243;0;1.260404
1982-01-08;1.11802616;0.2856671;0;1.403693
1982-01-09;1.07015458;0.2271106;0;1.297265
1982-01-13;1.66698098;0.2605113;0;1.927492
1982-01-13;1.42687277;0.488585;0;1.915458
1982-01-14;1.20745184;0;0;1.207452
1982-01-17;0;5.698583;0;5.698583
1982-01-21;1.72413793;0.1783591;0;1.902497
1982-01-22;0.71343639;0.475698;0;1.189134
1982-01-22;1.73569322;8.442331;0;10.178024
1982-01-22;0;0.3602449;1.241834721;1.60208
1982-01-24;0;4.161712;0;4.161712
1982-01-28;2.36304994;0;0;2.36305
1982-01-29;1.90740428;0.05763971;0;1.965044
1982-02-01;1.62689298;0.3190892;0;1.945982
1982-02-01;2.85374554;0;0;2.853746
1982-02-03;0.921522;0.280918;0;1.20244
1982-02-04;3.92390012;6.896552;0;10.820452
1982-02-04;1.58876338;0;0;1.588763
1982-02-04;1.65045184;0.4458977;0;2.09635
1982-02-05;4.75624257;0;0.713436385;5.469679
1982-02-07;1.10225922;0.7907253;0;1.892985
1982-02-08;1.4863258;0.5469679;0;2.033294
1982-02-09;0.65398335;0.9512485;0;1.605232
1982-02-16;1.20689655;0.196195;0;1.403092
1982-02-22;0.9274673;0.2675386;0;1.195006
1982-02-25;2.85374554;0.39239;0;3.246136
1982-02-27;1.26312247;0;0;1.263122
1982-02-27;0.59453032;2.378121;0;2.972652
1982-02-28;1.1038799;0.1010702;0;1.20495
1982-02-28;1.88127348;0;0;1.881273
1982-02-28;1.18906064;0.5945303;0;1.783591
1982-03-07;1.78359096;2.140309;0;3.9239
1982-03-07;1.90249703;0;0;1.902497
1982-03-10;1.6646849;0;0;1.664685
1982-03-10;1.4801736;2.972652;0;4.452825
1982-03-19;1.20471463;0.1189061;0;1.323621
1982-03-20;1.18906064;0.4161712;0;1.605232
1982-03-22;9.6313912;15.33888;0;24.970273
1982-03-25;2.73483948;0;0;2.734839
1982-03-29;1.78359096;0;0;1.783591
1982-04-05;0.91914388;0.7134364;0.178359096;1.810939
1982-04-05;1.08204518;1.032105;0;2.11415
1982-04-11;1.30796671;0.08323424;0;1.391201
1982-04-12;1.34601665;0;0;1.346017
1982-04-12;1.50738407;0;0;1.507384
1982-04-14;1.10814507;0.8323424;0;1.940488
1982-04-14;2.37812128;0.1533294;0.038347206;2.569798
1982-04-18;1.58076576;0;0;1.580766
1982-04-18;1.40903686;0.078478;0;1.487515
1982-04-20;0;1.307967;0.214030916;1.521998
1982-04-21;1.44351962;0.2473246;0;1.690844
1982-04-22;0;1.783591;0;1.783591
1982-04-24;1.12514031;0.1337253;0;1.258866
1982-04-24;1.57374792;0;0;1.573748
1982-04-24;1.22829964;0.2390012;0;1.467301
1982-04-25;2.71370511;0;0;2.713705
1982-04-25;2.6646849;0.07134364;0;2.736029
1982-04-27;1.45659929;0;0;1.456599
1982-04-28;2.13743163;0;0;2.137432
1982-04-28;2.37812128;0.1009691;0;2.47909
1982-05-01;0;1.783591;0.594530321;2.378121
1982-05-01;1.07015458;3.567182;0;4.637337
1982-05-02;0.59453032;0.5945303;0;1.189061
1982-05-03;1.54577883;0;0;1.545779
1982-05-08;1.90249703;0.4399524;0;2.342449
1982-05-12;0;2.337693;0;2.337693
1982-05-16;0.68370987;0.6539834;0.059453032;1.397146
1982-05-23;0.65398335;3.567182;0;4.221165
1982-05-31;1.54577883;0.0941736;0;1.639952
1982-06-03;1.18906064;0.02972652;0;1.218787
1982-06-06;0.83234245;2.853746;0;3.686088
1982-06-07;2.49702735;0;0;2.497027
1982-06-08;2.49702735;0;0;2.497027
1982-06-10;0.95124851;2.972652;1.307966706;5.231867
1982-06-10;0.83234245;0.4756243;0;1.307967
1982-06-11;1.26812485;0;0;1.268125
1982-06-16;1.6646849;0.5005945;0;2.165279
1982-06-17;4.25369917;0.3864935;0;4.640193
1982-06-17;1.78359096;1.189061;0;2.972652
1982-06-22;0.59453032;0.9512485;0.118906064;1.664685
1982-06-24;0.95124851;0.2378121;0;1.189061
1982-06-27;7.72889417;3.567182;0.594530321;11.890606
1982-07-01;2.55648038;0.3091558;0;2.865636
1982-07-01;1.24436742;0;0;1.244367
1982-07-03;0;1.724138;0;1.724138
1982-07-11;5.69560048;0;0;5.6956
1982-07-14;1.24851367;0.1110559;0;1.35957
1982-07-14;2.14030916;3.745541;1.189060642;7.074911
1982-07-15;1.40347562;0;0;1.403476
1982-07-15;1.17507491;0.09416885;0.133174792;1.402419
1982-07-19;0;1.319857;0;1.319857
1982-07-21;1.96481451;1.553158;0.802615933;4.320589
1982-07-24;1.4863258;0.3567182;0;1.843044
1982-07-24;1.1117717;0.3032105;0;1.414982
1982-07-26;0;1.486326;0;1.486326
1982-07-27;4.75624257;0.1897895;0;4.946032
1982-07-28;0.7372176;1.175981;0;1.913199
1982-07-29;3.68608799;9.374554;6.989298454;20.049941
1982-07-29;1.43650773;0;0;1.436508
1982-07-31;3.12960761;2.378121;0;5.507729
1982-08-01;2.25921522;0.9512485;0;3.210464
1982-08-02;1.39932818;0;0;1.399328
1982-08-04;3.57922711;0.6145077;0.808;5.001735
1982-08-04;2.97265161;0.4756243;0;3.448276
1982-08-05;3.09155767;0.4649227;0;3.55648
1982-08-05;1.35756837;0;0;1.357568
1982-08-06;1.23693817;0.8945731;0;2.131511
1982-08-06;1.84188585;0;0;1.841886
1982-08-07;1.42687277;0;0;1.426873
1982-08-09;2.16409037;0.2535077;0;2.417598
1982-08-11;1.25215458;0;0;1.252155
1982-08-12;1.89970273;0;0;1.899703
1982-08-13;1.15645898;0.4027241;0;1.559183
1982-08-20;1.24925327;0;0;1.249253
1982-08-21;1.90324138;0;0;1.903241
1982-08-23;0.95124851;0.4161712;0.237812128;1.605232
1982-08-24;0;1.754034;0.475624257;2.229659
1982-08-27;1.21284185;0;0;1.212842
1982-08-30;2.37812128;1.070155;0;3.448276
1982-09-03;1.24326754;0;0;1.243268
1982-09-06;1.29419501;0.2896861;0.091049941;1.674931
1982-09-08;1.07015458;0.2829964;0;1.353151
1982-09-10;1.42364209;0.3639025;0;1.787545
1982-09-10;1.72413793;0.3127229;0;2.036861
1982-09-13;1.90249703;0.07134364;0;1.973841
1982-09-14;1.64090369;0;0;1.640904
1982-09-18;1.85252913;1.057403;0;2.909932
1982-09-18;2.55095838;0;0;2.550958
1982-09-19;1.42687277;0.08323424;0.297265161;1.807372
1982-09-20;2.97819025;1.024388;0;4.002578
1982-09-22;0.47562426;0.9512485;0;1.426873
1982-09-28;1.78359096;0.5041867;0.055334126;2.343112
1982-09-30;0.93697979;0.451843;0;1.388823
1982-10-01;2.37812128;1.795482;0;4.173603
1982-10-03;1.27853746;0;0;1.278537
1982-10-04;0.23781213;2.857313;0.46373365;3.558859
1982-10-06;0.80142687;0.3987229;0;1.20015
1982-10-16;1.55123424;0;0;1.551234
1982-10-24;1.6996195;0;0;1.69962
1982-10-24;14.57788347;45.1843;5.94530321;65.707491
1982-10-27;6.80004994;18.56005;1.902497027;27.262595
1982-10-27;12.15219976;3.774078;0;15.926278
1982-10-31;1.27949703;0;0;1.279497
1982-11-01;2.04586207;0.541283;0.511296076;3.098441
1982-11-06;2.1146195;0.8323424;0;2.946962
1982-11-07;1.07015458;0.1545779;0;1.224732
1982-11-08;1.07015458;0.4756243;0.118906064;1.664685
1982-11-09;1.31960166;0;0;1.319602
1982-11-11;1.51659929;0;0;1.516599
1982-11-11;1.27323068;0;0;1.273231
1982-11-11;0;1.664685;0;1.664685
1982-11-13;1.30796671;0;0;1.307967
1982-11-15;1.36741974;1.605232;2.497027348;5.469679
1982-11-20;1.24851367;0;0;1.248514
1982-11-21;1.98682521;0;0;1.986825
1982-11-22;1.07015458;0.3567182;0;1.426873
1982-11-23;1.42687277;0;0;1.426873
1982-11-23;2.16409037;0;0;2.16409
1982-11-24;2.14030916;0;0;2.140309
1982-11-25;1.07015458;0.2378121;0;1.307967
1982-11-25;0.41617122;1.082213;0;1.498384
1982-11-27;0.83234245;0.8561237;0;1.688466
1982-12-01;0;1.839949;0;1.839949
1982-12-02;2.37812128;1.997622;0;4.375743
1982-12-02;1.31304875;0.4736433;0;1.786692
1982-12-07;1.65594411;0;0;1.655944
1982-12-09;0.95124851;0.2378121;0;1.189061
1982-12-10;3.85075981;0;0;3.85076
1982-12-10;1.07015458;3.091558;0;4.161712
1982-12-20;1.07015458;1.070155;0;2.140309
1982-12-20;2.14030916;0;0;2.140309
1982-12-20;2.61593341;0;0;2.615933
1982-12-23;4.16171225;0;0;4.161712
1982-12-24;3.80499405;15.70036;2.752875149;22.258226
1982-12-25;2.25921522;0;0;2.259215
1982-12-25;2.73483948;1.545779;0;4.280618
1982-12-25;1.30624732;0;0;1.306247
1982-12-27;4.16171225;1.426873;0;5.588585
1982-12-31;1.01070155;1.783591;0;2.794293
1983-01-03;1.11234705;0.2291435;0.100111235;1.441602
1983-01-03;1.04063181;0.3090145;0;1.349646
1983-01-07;1.39043382;0.1078977;0.066740823;1.565072
1983-01-09;0.97330367;0.1390434;0;1.112347
1983-01-10;1.04558843;0.9818999;0.782675195;2.810164
1983-01-15;0.80358843;0.9798643;0;1.783453
1983-01-18;2.12869855;0;0;2.128699
1983-01-19;4.2269188;0.1223582;0;4.349277
1983-01-23;0;2.71079;0;2.71079
1983-01-24;1.00111235;0.1334816;0;1.134594
1983-01-25;1.93969522;0.5211468;0.162844271;2.623686
1983-01-30;0.46384872;1.696329;0.233592881;2.393771
1983-02-03;1.11234705;4.272525;0.849833148;6.234705
1983-02-08;0.71078977;0.6674082;0;1.378198
1983-02-09;0.88987764;0.32703;0;1.216908
1983-02-11;1.04560623;0.1179088;0;1.163515
1983-02-12;1.12459066;0.7786429;0.556173526;2.459407
1983-02-14;3.55951057;1.167964;0;4.727475
1983-02-14;1.22358176;0.3337041;0;1.557286
1983-02-17;1.00111235;0.3058954;0;1.307008
1983-02-18;2.89210234;0.2513904;0;3.143493
1983-02-20;0.88987764;0.3072303;0;1.197108
1983-02-21;1.1679644;0;0;1.167964
1983-02-24;0;1.112347;0;1.112347
1983-03-18;1.22358176;0.5561735;0;1.779755
1983-03-21;1.49207008;0.1553326;0;1.647403
1983-03-21;1.31202558;0.4116663;0;1.723692
1983-03-22;3.33704116;2.224694;0;5.561735
1983-03-23;1.33481646;0;0;1.334816
1983-03-24;1.44605117;0;0;1.446051
1983-03-28;1.0567297;0.2780868;0;1.334816
1983-04-01;1.11234705;0.4783092;0;1.590656
1983-04-05;0;1.112347;0;1.112347
1983-04-06;1.73376863;0.5200245;0.778642937;3.032436
1983-04-10;2.11790879;1.668521;0;3.786429
1983-04-11;0.16685206;1.668521;0.389321468;2.224694
1983-04-12;1.11234705;1.334816;0;2.447164
1983-04-15;0;10.01112;0;10.011123
1983-04-17;0.82984316;0.3337041;0;1.163547
1983-04-18;1.11234705;0;0;1.112347
1983-04-18;2.48545495;0.6674082;0;3.152863
1983-04-20;3.72636263;0;0;3.726363
1983-04-21;0.44493882;4.004449;0;4.449388
1983-04-21;0.83426029;1.335769;0.111234705;2.281264
1983-04-24;0;2.447164;1.112347052;3.559511
1983-05-04;4.44938821;0;0;4.449388
